bio_replica	sample	fq1	fq2	read_count	base_count	fq1_bytes	fq2_bytes	fq1_md5	fq2_md5	frac	read_count_frac	analyse
6V3	SRR5557999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5557999/SRR5557999_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5557999/SRR5557999_2.fastq.gz	3196662	961683817	253.1505241394043	268.33758640289307	fd13dae89882df0b1908e7674d590a8f	14186adc52d48a2b76ceaab7e7854620	1	3196662	FALSE
46V3	SRR5558000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558000/SRR5558000_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558000/SRR5558000_2.fastq.gz	3099272	932273017	255.46021270751953	268.7862205505371	e5271642047527b50c4a045824280dde	49e3ec420df818b5a6964adfaf291a2f	1	3099272	TRUE
46V3	SRR5558001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558001/SRR5558001_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558001/SRR5558001_2.fastq.gz	3145724	946554647	260.08173656463623	273.79895305633545	287caee4a063678ddabf2660f10a6527	87cac356bd4495a214c00ea3cd328218	1	3145724	TRUE
46V3	SRR5558002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558002/SRR5558002_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558002/SRR5558002_2.fastq.gz	9969699	3010849098	935.1483325958252	960.858302116394	05013be8e0a6f3aaf39c610aa58a7858	bbb72b948fce76e738f1d904b457d03e	0.31	3090607	TRUE
46V3	SRR5558003	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558003/SRR5558003_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558003/SRR5558003_2.fastq.gz	3120100	938535356	258.1828422546387	270.89135360717773	d572a7ed723a8c8c158b57ed0edc9eae	551f81f7cfbe8ac2bfeb032bc6388997	1	3120100	TRUE
46V1	SRR5558004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558004/SRR5558004_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558004/SRR5558004_2.fastq.gz	3056176	919635279	251.2651538848877	267.42967987060547	f5b2d01b31f88ecc33db5e2eade04e56	ea1f6d522305499b4f2ef3caef841f5d	1	3056176	TRUE
46V1	SRR5558005	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558005/SRR5558005_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558005/SRR5558005_2.fastq.gz	2950582	887863791	240.42091274261475	257.3106298446655	724044e02eff3a5ada08b9cf7c77bd0d	c95ec968b6dc6652f8cb093ebfef5e45	1	2950582	TRUE
46V1	SRR5558006	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558006/SRR5558006_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558006/SRR5558006_2.fastq.gz	3030264	911554323	249.33389949798584	264.61838817596436	0e0107170cb9fad4561e927a535553c2	14b0a86217e2257d393f4a3fa13ec1e3	1	3030264	TRUE
46V1	SRR5558007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558007/SRR5558007_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558007/SRR5558007_2.fastq.gz	3011922	906027973	246.78500938415527	262.8516035079956	2e8f55898141603bc2518ac2765b0a5a	fa401dd87ee101cf44defc1da75f7775	1	3011922	TRUE
46V3	SRR5558008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558008/SRR5558008_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558008/SRR5558008_2.fastq.gz	3036759	913750496	248.81648921966553	263.0252981185913	c6aa78f37508eab61cc1c900d2371f5a	f711df04f2f39b5f79e427f05d5395c5	1	3036759	TRUE
46V5	SRR5558009	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558009/SRR5558009_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558009/SRR5558009_2.fastq.gz	10548348	3185601096	984.5811166763306	1011.8685874938965	26cbfa4b1cc465b6c86e9c8ba7f61784	de4dcc5d3c84294c6fd2a6d21735dfc4	0.29	3059021	TRUE
45V1	SRR5558010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558010/SRR5558010_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558010/SRR5558010_2.fastq.gz	9418621	2844423542	901.8831405639648	914.8339824676514	8c021ea8286928f4ea80facb5026bfb6	eeb875bd9a63135564fbc6a34c9a15a0	0.32	3013959	TRUE
45V1	SRR5558011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558011/SRR5558011_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558011/SRR5558011_2.fastq.gz	2556314	768745854	256.98558044433594	257.6921510696411	ec17709a42dd18e78c645c24c79d5e47	a7167a81185bc6f548f49a3e06d50c30	1	2556314	TRUE
44V5	SRR5558012	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558012/SRR5558012_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558012/SRR5558012_2.fastq.gz	2623173	788821086	262.87962913513184	266.0033493041992	e418c2c35505dc20c3cdbfa1ae3da354	2cdc0b4957a7ae866ff31c95cc4e8e0b	1	2623173	TRUE
44V5	SRR5558013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558013/SRR5558013_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558013/SRR5558013_2.fastq.gz	2967309	892674778	231.62901496887207	247.78683185577393	864250e3c63f3f27661ed5f76e60e2fd	40a831b3e6e2f0758355bf661b2ef17e	1	2967309	FALSE
44V5	SRR5558014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558014/SRR5558014_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558014/SRR5558014_2.fastq.gz	2640192	793939963	264.36933994293213	267.3695812225342	4acb471eb9eee6df3726d26745234f3b	076bd287a9b4eed910ed237ed91cf4b0	1	2640192	FALSE
44V5	SRR5558015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558015/SRR5558015_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558015/SRR5558015_2.fastq.gz	2974604	894831892	232.2329397201538	248.32656383514404	885b97699ad01a77e4413d8ecd352f68	ad8b1e8c776ccc9e81ee130b3703add8	1	2974604	FALSE
44V5	SRR5558016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558016/SRR5558016_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558016/SRR5558016_2.fastq.gz	2625550	789345625	262.46072483062744	265.70381355285645	0e3acc9c8be50771d434f6ea26ea6b98	932d3615dbd1146088552083bd04940f	1	2625550	FALSE
44V5	SRR5558017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558017/SRR5558017_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558017/SRR5558017_2.fastq.gz	2955211	888741773	232.3772964477539	249.2510633468628	ec7d9e8c7cca4ce3710c13f9e02460c6	7fa6d4a2ee4bc54a71643d8c13019c8c	1	2955211	TRUE
8V3	SRR5558018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558018/SRR5558018_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558018/SRR5558018_2.fastq.gz	2848036	856457836	224.9734983444214	238.09311866760254	066abbc527c309219b0f669b42e99375	64c43760005a7e9b1dbea0295fd2b72d	1	2848036	FALSE
45V1	SRR5558019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558019/SRR5558019_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558019/SRR5558019_2.fastq.gz	2855288	858838496	226.3076581954956	240.79772472381592	d812a742cfda8d7efcddbd9347950eb4	850380911ce08d22a8b102a2bcf92c73	1	2855288	FALSE
45V1	SRR5558020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558020/SRR5558020_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558020/SRR5558020_2.fastq.gz	2494440	750096239	250.7240400314331	252.36075019836426	088f28d9741b234a5607339212e5ddfa	457e03aa15a517606f143c53c8606149	1	2494440	FALSE
4V3	SRR5558021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558021/SRR5558021_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558021/SRR5558021_2.fastq.gz	2950027	887643983	242.03725814819336	255.01377868652344	c2bcf3baa8951854315e18e5baace6a1	6712378c36243958f38ab313284631d3	1	2950027	TRUE
4V3	SRR5558022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558022/SRR5558022_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558022/SRR5558022_2.fastq.gz	3053226	918693389	252.50232601165771	265.10259914398193	1ab0c8dc8746ff72951d0d0cbca2dcb4	f06315d95567c58f3ce16ac700b4442a	1	3053226	TRUE
44V5	SRR5558023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558023/SRR5558023_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558023/SRR5558023_2.fastq.gz	9745606	2943173012	926.6001453399658	946.9621143341064	79ae0c08fbd0a8cd3b4f30c17c821c29	2ae859bed714eb7a4a278237c25d66dc	0.31	3021138	TRUE
44V3	SRR5558024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558024/SRR5558024_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558024/SRR5558024_2.fastq.gz	2787534	838735457	218.39742469787598	232.88975715637207	228d69387666296317f56744e8bae64e	b558d0f88a9ef72a195adad0b65d6976	1	2787534	FALSE
44V3	SRR5558025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558025/SRR5558025_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558025/SRR5558025_2.fastq.gz	2453565	737941556	246.00976848602295	249.11189651489258	1cfc0c0b5ad9303cec3b039cf8122d0a	a151e3a3a107a89de842612c12ef372c	1	2453565	FALSE
44V3	SRR5558026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558026/SRR5558026_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558026/SRR5558026_2.fastq.gz	2774313	834702197	217.2672815322876	231.72279357910156	31090dd0f1176b3b407e48c06a3a6d95	07bd22affd851b58ccfae0d2a5a08db0	1	2774313	TRUE
44V3	SRR5558027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558027/SRR5558027_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558027/SRR5558027_2.fastq.gz	2450828	737082065	245.528826713562	248.4757890701294	6888c59e6cfcae5b0e66143c4b6623f5	a9bf990734952b239654d2816c62258c	1	2450828	TRUE
44V3	SRR5558028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558028/SRR5558028_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558028/SRR5558028_2.fastq.gz	2760965	830473732	217.72348976135254	232.8228883743286	7bfd7cba4fbdb568cca8bb44f20d4ab6	4a5cec574fadbe08ac1d350c039c09b6	1	2760965	TRUE
44V3	SRR5558029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558029/SRR5558029_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558029/SRR5558029_2.fastq.gz	2451186	737045421	245.17768669128418	248.335955619812	d14bada7904f7e6ccffefe3381e699fd	500823f6c01a3fe06189ed5d917bec69	1	2451186	TRUE
44V3	SRR5558030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558030/SRR5558030_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558030/SRR5558030_2.fastq.gz	2744189	825382592	216.0093002319336	229.9222755432129	ff1e359313ce96f65caa6f81e6fd52ac	eb600eef7c8fe94ca501a2dab3829900	1	2744189	FALSE
44V5	SRR5558031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558031/SRR5558031_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558031/SRR5558031_2.fastq.gz	2952691	887967088	231.89165115356445	247.36618614196777	968081f6d9e0302e29e68613465a3275	32706ea6781ac02ad05e2000213de94f	1	2952691	TRUE
44V5	SRR5558032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558032/SRR5558032_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558032/SRR5558032_2.fastq.gz	2670922	803054591	267.1659450531006	269.2088108062744	13bccd6b73e9deaea44083e44ff47326	6d6423e8f8f31784883eb0ed609808a9	1	2670922	TRUE
38V1	SRR5558033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558033/SRR5558033_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558033/SRR5558033_2.fastq.gz	3040730	914797374	240.62807750701904	253.21448612213135	77fc2ba37095da9db6ec6ac2d1cbc2ee	81ced1c2d7653beb67ef9ca859ab2f2e	1	3040730	FALSE
38V1	SRR5558034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558034/SRR5558034_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558034/SRR5558034_2.fastq.gz	2552015	767572989	255.91673469543457	257.7881679534912	e2594e044cc15bdcaaf23658fb9bff20	fdd9a0a2607997f54f6e87a24e6be27d	1	2552015	TRUE
38V3	SRR5558035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558035/SRR5558035_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558035/SRR5558035_2.fastq.gz	2607385	784012166	260.05378437042236	262.2082681655884	6edd9e92cfca49c742824e2d615dad8f	7f4376e2e28d79e76ceb4cb5e07b67a1	1	2607385	TRUE
38V3	SRR5558036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558036/SRR5558036_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558036/SRR5558036_2.fastq.gz	9424975	2846342450	897.1231641769409	911.5887393951416	40fc798d8ee7bdbcfda5303b9ea2f040	404498182d4e27d6e2849b0743b5337a	0.32	3015992	FALSE
3V6	SRR5558037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558037/SRR5558037_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558037/SRR5558037_2.fastq.gz	23676300	7150242600	1907.6236324310303	2039.5107707977295	8dbe29504323f15977c39e0832dc741e	c796d477eb2320a25ac833facb37944c	0.13	3077919	TRUE
38V3	SRR5558038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558038/SRR5558038_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558038/SRR5558038_2.fastq.gz	2936521	883001587	232.92948246002197	244.44424533843994	1224f99b708f4bc5d49e4adf01003bd4	f380fbaedb7e8b552d2ed58d67ca3729	1	2936521	TRUE
38V3	SRR5558039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558039/SRR5558039_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558039/SRR5558039_2.fastq.gz	2577390	775099484	257.46479320526123	260.4199523925781	6adc3beadff83b0b0d7be9306b713fe9	de2427deda48a8ba8b4686b2b988dcd2	1	2577390	FALSE
38V3	SRR5558040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558040/SRR5558040_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558040/SRR5558040_2.fastq.gz	2937234	883286719	233.3140754699707	245.86993312835693	d68d8bd5012ca37532e95df02f8647f9	b077bc0e4521ef0e1a075b48ea6f01c1	1	2937234	FALSE
38V3	SRR5558041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558041/SRR5558041_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558041/SRR5558041_2.fastq.gz	2549458	766724431	255.04204559326172	257.9561405181885	343dad1f8954c08ee6ad98033ff466e5	ed091f69b7246eb8ed96ed8eb5be5e62	1	2549458	TRUE
38V3	SRR5558042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558042/SRR5558042_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558042/SRR5558042_2.fastq.gz	2959895	890332941	233.7773962020874	245.70315551757812	ac7eca1ac50045a4c9ee2b48d472d8dc	1b2e656df1936dd9cf796cf8bce5e318	1	2959895	TRUE
8V3	SRR5558043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558043/SRR5558043_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558043/SRR5558043_2.fastq.gz	2568077	772138639	255.58495426177979	260.0537738800049	0304c85d54d6f944b31e5e4fc6bd12a4	6971771e955377a21673322d3a571fc2	1	2568077	TRUE
8V5	SRR5558044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558044/SRR5558044_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558044/SRR5558044_2.fastq.gz	2748294	825852325	222.95721626281738	234.64818572998047	ac0a54bc9684f73210d2140ef2e07998	6f2a526f8376f73fbaa2f524664a8ea2	1	2748294	TRUE
8V5	SRR5558045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558045/SRR5558045_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558045/SRR5558045_2.fastq.gz	2854795	857845941	233.61534786224365	245.06209564208984	78387bce4b467df6246089cd0c3aaca1	59cdb932ef3ead39ed5fa2036a286376	1	2854795	TRUE
4V1	SRR5558046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558046/SRR5558046_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558046/SRR5558046_2.fastq.gz	3520591	1059398427	286.9459562301636	300.9780054092407	455c5c63dcf8bfe0c29d99a812a07604	3ff2373d40b207546105b7922740001c	1	3520591	TRUE
8V5	SRR5558047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558047/SRR5558047_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558047/SRR5558047_2.fastq.gz	2826029	848914586	231.47523307800293	241.9951467514038	7e867ba8075db5058ab09f082f34e4b0	85c6297b4020964f58df87f96091dd15	1	2826029	TRUE
9V1	SRR5558048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558048/SRR5558048_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558048/SRR5558048_2.fastq.gz	3284080	988070004	269.8656692504883	285.3157539367676	8978fd7bb68704a43176a560713e0960	3da54e38b4b5d4a4f267d3f04575ba6f	1	3284080	TRUE
9V1	SRR5558049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558049/SRR5558049_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558049/SRR5558049_2.fastq.gz	3222227	969150748	264.0092353820801	278.99802589416504	0cb99781797d2b4bbec3eb4234eee0e4	9fb8ebef7089bc435aab4d647f69c7b0	1	3222227	TRUE
9V1	SRR5558050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558050/SRR5558050_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558050/SRR5558050_2.fastq.gz	3244578	975893201	266.89674854278564	281.2787971496582	c2e1e097f4dcb04136eba1326b4e684e	3c61e9c25e478ee00400e417fe76b03d	1	3244578	TRUE
9V1	SRR5558051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558051/SRR5558051_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558051/SRR5558051_2.fastq.gz	10658855	3218974210	986.080379486084	1022.6468477249146	eac3f73723b1ae7b8349036bff70e7c6	072583e1b4f7b1d0229673f3318d34f3	0.29	3091068	TRUE
49V5	SRR5558052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558052/SRR5558052_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558052/SRR5558052_2.fastq.gz	2736512	823260960	228.19310569763184	239.5310869216919	75f6fdc94fe5df170c5f7c73c2f9cc02	a8f1d3c55fe3d0eff6c4eb3c356148b0	1	2736512	TRUE
49V5	SRR5558053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558053/SRR5558053_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558053/SRR5558053_2.fastq.gz	2702018	812948339	224.2590036392212	238.0246057510376	7b70363c032028043417e75907354a72	d6e38492538cd13d12f647022629de18	1	2702018	TRUE
9V3	SRR5558054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558054/SRR5558054_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558054/SRR5558054_2.fastq.gz	9972869	3011806438	925.1651105880737	946.7374401092529	3b90ffbd8c9bd498ce4c2839e3adf267	c8cf4974fadfbc6f3dd939069cb1f08c	0.31	3091590	TRUE
49V5	SRR5558055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558055/SRR5558055_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558055/SRR5558055_2.fastq.gz	2691181	809549585	222.4112367630005	237.8833713531494	3f7f3e18a70af45e0a4e7a94b00ecb64	b859cb84acdc38dfea72aef4c68e2486	1	2691181	TRUE
4V1	SRR5558056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558056/SRR5558056_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558056/SRR5558056_2.fastq.gz	3591249	1080322348	294.2476530075073	307.23462867736816	5bb68bac2d28f9301fffd115dc3a0398	41a35d775027fd1caef89f1ba6b7f47f	1	3591249	TRUE
4V1	SRR5558057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558057/SRR5558057_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558057/SRR5558057_2.fastq.gz	3652753	1099174254	300.1697072982788	313.75520515441895	a4064d00a11fbfe0e01c60c7d922e45c	4770c2e8a64ecc8f13b9c6c3c378fc66	1	3652753	TRUE
4V1	SRR5558058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558058/SRR5558058_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558058/SRR5558058_2.fastq.gz	11850513	3578854926	1097.7865505218506	1122.7447204589844	256d7ec5e1231e6602a9b1cafcfe5d54	c27ca825efd22bf739e328f6efd95830	0.26	3081134	TRUE
4V1	SRR5558059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558059/SRR5558059_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558059/SRR5558059_2.fastq.gz	3620404	1089099620	297.7533264160156	310.2430028915405	fabab37833dbc06f58f94059f00ee8c2	3016656beb5d2239dca467702148d03d	1	3620404	TRUE
5V5	SRR5558060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558060/SRR5558060_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558060/SRR5558060_2.fastq.gz	10349747	3125623594	842.8500843048096	873.2451038360596	34410d1afb06c44ed0b6b75f3fe30b85	c99ddeb8ba7b7de3e5c728117d868c8d	0.29	3001427	FALSE
5V5	SRR5558061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558061/SRR5558061_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558061/SRR5558061_2.fastq.gz	9752667	2945305434	744.5520572662354	810.2443199157715	c65386051bf4eb1e3b0590eb94aeee5a	4dc0f0540ae5199a3f2ec198cd843b15	0.31	3023327	FALSE
5V5	SRR5558062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558062/SRR5558062_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558062/SRR5558062_2.fastq.gz	12531794	3784601788	1000.4539909362793	1063.7424612045288	5449360b6ee232317e213097c517b656	448a60f09881dd94008e0266aeb683f3	0.24	3007631	TRUE
5V5	SRR5558063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558063/SRR5558063_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558063/SRR5558063_2.fastq.gz	10333353	3120672606	823.0995540618896	849.5877332687378	606b53c652b2503c56ec8d90b5496768	95ecab851080a9500951f22687054f3f	0.3	3100006	FALSE
5V3	SRR5558064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558064/SRR5558064_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558064/SRR5558064_2.fastq.gz	3048811	915778009	254.93352699279785	266.70445442199707	526cb14edfee0e10df28675fc3d62f83	52ac223489c203a3f482f7f18d242fd6	1	3048811	TRUE
5V3	SRR5558065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558065/SRR5558065_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558065/SRR5558065_2.fastq.gz	3012833	905031624	250.9782247543335	265.31252002716064	88c8611624bb8b747649ebc120696cd0	2238167fc9351451506b809de7c81594	1	3012833	TRUE
5V3	SRR5558066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558066/SRR5558066_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558066/SRR5558066_2.fastq.gz	3016386	905875301	251.63178062438965	263.44207763671875	3b851aa24a6587ff43ad8739e0161981	7fd1a5c3b58ccd7e147289a5a2395c09	1	3016386	TRUE
5V3	SRR5558067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558067/SRR5558067_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558067/SRR5558067_2.fastq.gz	3007414	903223948	249.4353141784668	265.67236328125	9709da36dfcee032304cf23b6015b21c	855c5ab7ba4023b66f3883fff656f372	1	3007414	TRUE
